dateTime,crimeType,location,latitude,longitude,severity,data_type
2019-01-04 02:09:21,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-04 04:23:27,Fraud,Barangay 43,14.6068,120.968,Low,historical
2019-01-04 07:07:08,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-04 08:50:48,Theft,Barangay 41,14.608,120.9695,Immediate,historical
2019-01-04 09:05:57,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-04 15:54:39,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-04 18:16:22,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-04 18:58:24,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-04 20:10:34,Drug Related,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-04 20:41:51,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-04 21:22:32,Vandalism,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-05 01:30:09,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-05 05:03:00,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-05 08:39:25,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-05 09:47:23,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-05 14:57:03,Breaking and Entering,Barangay 43,14.6068,120.968,High,historical
2019-01-05 15:14:39,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-05 18:09:16,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-05 19:49:47,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-05 19:55:19,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-05 20:55:26,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-05 21:30:36,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-06 02:54:28,Vehicle Theft,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-06 05:04:13,Others,Barangay 41,14.608,120.9695,Low,historical
2019-01-06 05:23:57,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-06 14:54:28,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-06 18:44:23,Others,Barangay 43,14.6068,120.968,High,historical
2019-01-06 19:38:56,Harassment,Barangay 41,14.608,120.9695,High,historical
2019-01-06 20:48:01,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-06 21:01:45,Domestic Violence,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-07 01:17:20,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-07 05:56:29,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-07 16:48:26,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-07 21:57:58,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-08 06:32:15,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-08 08:30:58,Domestic Violence,Barangay 41,14.608,120.9695,High,historical
2019-01-08 09:03:11,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-08 10:53:00,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-08 11:34:45,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-08 12:06:55,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-08 12:29:36,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-08 16:15:51,Fraud,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-08 21:56:15,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-08 23:21:43,Harassment,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-09 03:05:29,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-09 07:32:05,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-09 08:01:21,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-09 08:38:50,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-09 09:39:28,Fraud,Barangay 43,14.6068,120.968,High,historical
2019-01-09 15:27:14,Vandalism,Barangay 43,14.6068,120.968,High,historical
2019-01-09 16:54:10,Fraud,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-10 01:22:47,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-10 04:08:14,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-10 11:40:00,Harassment,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-10 14:10:12,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-10 18:13:39,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-10 19:46:46,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-10 19:51:15,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-10 22:53:36,Others,Barangay 43,14.6068,120.968,Low,historical
2019-01-11 04:26:22,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-11 04:51:49,Harassment,Barangay 43,14.6068,120.968,High,historical
2019-01-11 06:20:42,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-11 10:12:18,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-11 20:27:26,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-12 02:44:13,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-12 09:21:24,Fraud,Barangay 41,14.608,120.9695,Low,historical
2019-01-12 09:24:17,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-12 09:44:07,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-12 10:45:13,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-12 11:25:09,Domestic Violence,Barangay 43,14.6068,120.968,High,historical
2019-01-12 11:36:22,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-12 12:17:37,Harassment,Barangay 43,14.6068,120.968,High,historical
2019-01-12 12:48:43,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-12 12:58:27,Theft,Barangay 41,14.608,120.9695,Immediate,historical
2019-01-12 16:58:42,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-12 22:30:04,Harassment,Barangay 41,14.608,120.9695,High,historical
2019-01-12 23:28:47,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-13 00:28:30,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-13 02:07:34,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-13 05:04:42,Breaking and Entering,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-13 06:42:38,Vandalism,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-13 06:46:54,Domestic Violence,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-13 09:49:26,Drug Related,Barangay 43,14.6068,120.968,Low,historical
2019-01-13 11:59:00,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-13 19:22:07,Vandalism,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-13 19:39:42,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-13 20:39:43,Drug Related,Barangay 43,14.6068,120.968,Low,historical
2019-01-13 21:57:42,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-13 22:31:27,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-14 09:55:30,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-14 15:18:40,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-14 16:22:20,Domestic Violence,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-14 17:12:47,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-14 17:41:21,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-14 18:36:46,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-14 19:52:04,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-14 22:19:21,Breaking and Entering,Barangay 41,14.608,120.9695,High,historical
2019-01-15 00:36:08,Vehicle Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-15 00:45:25,Breaking and Entering,Barangay 43,14.6068,120.968,Low,historical
2019-01-15 03:06:17,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-15 04:38:10,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-15 08:20:42,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-15 10:43:32,Others,Barangay 43,14.6068,120.968,Low,historical
2019-01-15 14:19:48,Domestic Violence,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-15 18:20:11,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-15 19:26:33,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-15 19:45:23,Vehicle Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-15 21:12:17,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-15 22:31:27,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-15 23:51:18,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-16 03:02:21,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-16 03:50:43,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-16 06:05:37,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-16 17:20:48,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-16 18:37:03,Fraud,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-17 00:05:49,Vehicle Theft,Barangay 41,14.608,120.9695,Immediate,historical
2019-01-17 00:16:59,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-17 01:48:05,Theft,Barangay 43,14.6068,120.968,High,historical
2019-01-17 05:05:01,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-17 05:08:17,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-17 06:43:02,Vandalism,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-17 08:00:02,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-17 08:37:22,Fraud,Barangay 41,14.608,120.9695,Low,historical
2019-01-17 10:11:35,Drug Related,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-17 13:20:53,Vehicle Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-17 16:31:51,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-17 17:08:57,Vehicle Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-17 19:43:42,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-17 23:56:07,Harassment,Barangay 41,14.608,120.9695,Low,historical
2019-01-18 00:19:41,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-18 01:20:52,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-18 08:24:52,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-18 09:42:36,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-18 16:44:17,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-18 16:51:06,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-18 23:17:00,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-19 00:39:54,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-19 04:54:26,Fraud,Barangay 43,14.6068,120.968,High,historical
2019-01-19 05:03:13,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-19 06:03:17,Fraud,Barangay 41,14.608,120.9695,Low,historical
2019-01-19 07:55:41,Vehicle Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-19 12:40:09,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-19 13:18:23,Drug Related,Barangay 43,14.6068,120.968,High,historical
2019-01-19 13:48:18,Harassment,Barangay 41,14.608,120.9695,Low,historical
2019-01-19 20:00:02,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-20 02:05:14,Vehicle Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-20 05:07:44,Domestic Violence,Barangay 43,14.6068,120.968,Low,historical
2019-01-20 07:24:31,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-20 09:44:43,Vandalism,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-20 17:41:38,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-21 01:23:20,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-21 01:30:08,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-21 03:30:16,Vehicle Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-21 09:45:27,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-21 14:27:20,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-21 14:59:09,Others,Barangay 41,14.608,120.9695,Low,historical
2019-01-21 18:55:21,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-21 19:18:54,Others,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-21 21:56:11,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-21 23:53:07,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-22 00:03:28,Drug Related,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-22 00:08:09,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 00:33:01,Vehicle Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-22 00:34:54,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-22 01:56:39,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 02:01:05,Domestic Violence,Barangay 43,14.6068,120.968,High,historical
2019-01-22 03:43:17,Others,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 04:24:28,Theft,Barangay 43,14.6068,120.968,High,historical
2019-01-22 04:44:16,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-22 06:15:15,Domestic Violence,Barangay 41,14.608,120.9695,Immediate,historical
2019-01-22 07:21:06,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 08:29:31,Vehicle Theft,Barangay 43,14.6068,120.968,High,historical
2019-01-22 08:51:59,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-22 09:50:26,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 11:33:52,Fraud,Barangay 43,14.6068,120.968,High,historical
2019-01-22 16:53:54,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-22 18:25:42,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-22 22:04:18,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-22 22:35:39,Breaking and Entering,Barangay 43,14.6068,120.968,High,historical
2019-01-22 22:37:50,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-22 23:04:03,Breaking and Entering,Barangay 43,14.6068,120.968,High,historical
2019-01-23 07:16:23,Fraud,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-23 08:20:49,Fraud,Barangay 43,14.6068,120.968,Low,historical
2019-01-23 08:39:25,Breaking and Entering,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-23 13:45:03,Drug Related,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-23 14:46:23,Breaking and Entering,Barangay 41,14.608,120.9695,High,historical
2019-01-23 17:49:36,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-23 19:31:19,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-23 20:01:20,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-23 20:08:19,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-23 22:22:20,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-24 00:08:59,Assault,Barangay 43,14.6068,120.968,High,historical
2019-01-24 06:28:31,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-24 12:01:56,Harassment,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-24 12:55:49,Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-24 14:15:34,Vehicle Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-24 14:40:16,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-24 15:44:25,Fraud,Barangay 43,14.6068,120.968,Low,historical
2019-01-24 20:36:45,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-24 20:38:21,Drug Related,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-24 22:11:59,Domestic Violence,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-25 00:00:46,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-25 00:20:18,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-25 01:04:08,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-25 03:34:39,Fraud,Barangay 43,14.6068,120.968,Low,historical
2019-01-25 03:48:20,Others,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-25 06:00:53,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-25 06:03:23,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-25 12:17:30,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-25 14:13:45,Breaking and Entering,Barangay 41,14.608,120.9695,High,historical
2019-01-25 18:33:01,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-25 19:56:57,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-25 20:42:20,Theft,Barangay 41,14.608,120.9695,High,historical
2019-01-25 23:08:51,Fraud,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-25 23:50:27,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-26 00:36:56,Fraud,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-26 03:55:27,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-26 04:27:38,Drug Related,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-26 04:36:42,Harassment,Barangay 41,14.608,120.9695,High,historical
2019-01-26 10:55:55,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-26 15:11:21,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-26 15:24:19,Vehicle Theft,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-26 20:58:37,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-26 21:59:40,Breaking and Entering,Barangay 43,14.6068,120.968,High,historical
2019-01-26 22:18:37,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-01-26 23:32:29,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-27 00:41:53,Harassment,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-27 06:02:21,Breaking and Entering,Barangay 41,14.608,120.9695,Immediate,historical
2019-01-27 08:20:57,Harassment,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-27 10:54:48,Others,Barangay 41,14.608,120.9695,Low,historical
2019-01-27 14:11:00,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-27 14:23:00,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-27 19:03:21,Harassment,Barangay 43,14.6068,120.968,High,historical
2019-01-27 21:15:18,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-27 23:24:12,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-28 00:12:01,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-01-28 01:11:39,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-28 01:16:59,Drug Related,Barangay 41,14.608,120.9695,Low,historical
2019-01-28 01:20:05,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-28 08:07:12,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-28 10:43:13,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-28 10:45:56,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-28 11:08:33,Harassment,Barangay 43,14.6068,120.968,Low,historical
2019-01-28 12:45:37,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-01-28 15:05:42,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-28 22:02:06,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-29 00:42:36,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-29 06:26:08,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-29 06:35:21,Others,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-29 14:59:48,Assault,Barangay 41,14.608,120.9695,Low,historical
2019-01-29 17:47:41,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-29 17:54:52,Others,Barangay 43,14.6068,120.968,Low,historical
2019-01-29 23:03:04,Fraud,Barangay 43,14.6068,120.968,Low,historical
2019-01-30 01:18:19,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-30 03:17:41,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-01-30 03:28:24,Drug Related,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-30 05:01:36,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-30 05:33:34,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-30 06:58:51,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-30 09:13:26,Theft,Barangay 43,14.6068,120.968,High,historical
2019-01-30 11:20:04,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-01-30 13:07:02,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-01-30 15:14:46,Others,Barangay 43,14.6068,120.968,Low,historical
2019-01-30 18:44:33,Breaking and Entering,Barangay 43,14.6068,120.968,Moderate,historical
2019-01-30 22:24:10,Harassment,Barangay 41,14.608,120.9695,High,historical
2019-01-31 01:12:57,Assault,Barangay 41,14.608,120.9695,Moderate,historical
2019-01-31 03:43:35,Assault,Barangay 41,14.608,120.9695,High,historical
2019-01-31 10:07:44,Vandalism,Barangay 41,14.608,120.9695,High,historical
2019-01-31 17:41:00,Theft,Barangay 43,14.6068,120.968,High,historical
2019-01-31 19:10:02,Assault,Barangay 43,14.6068,120.968,Immediate,historical
2019-01-31 22:00:03,Breaking and Entering,Barangay 43,14.6068,120.968,Low,historical
2019-02-01 01:24:47,Assault,Barangay 41,14.608,120.9695,Immediate,historical
2019-02-01 05:54:47,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-01 08:03:41,Assault,Barangay 43,14.6068,120.968,Low,historical
2019-02-01 11:01:58,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-01 11:25:56,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-01 16:16:00,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-01 17:44:39,Fraud,Barangay 41,14.608,120.9695,High,historical
2019-02-01 19:05:58,Domestic Violence,Barangay 41,14.608,120.9695,High,historical
2019-02-01 22:56:01,Assault,Barangay 41,14.608,120.9695,Immediate,historical
2019-02-02 02:22:21,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-02-02 08:18:06,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-02-02 09:31:14,Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-02 11:37:40,Vandalism,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-02 19:33:39,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-02-02 19:49:58,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-02-02 22:33:35,Vandalism,Barangay 41,14.608,120.9695,Moderate,historical
2019-02-02 23:18:50,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-02-03 01:33:21,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-02-03 03:36:10,Vehicle Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-03 03:59:18,Harassment,Barangay 41,14.608,120.9695,Low,historical
2019-02-03 05:37:19,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-02-03 09:53:48,Domestic Violence,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-03 10:03:31,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-02-03 12:45:50,Vehicle Theft,Barangay 43,14.6068,120.968,Low,historical
2019-02-03 13:27:53,Drug Related,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-03 14:05:18,Theft,Barangay 41,14.608,120.9695,Low,historical
2019-02-03 17:46:10,Assault,Barangay 43,14.6068,120.968,High,historical
2019-02-03 18:46:45,Breaking and Entering,Barangay 41,14.608,120.9695,Moderate,historical
2019-02-04 03:08:48,Theft,Barangay 43,14.6068,120.968,Low,historical
2019-02-04 04:08:09,Vandalism,Barangay 41,14.608,120.9695,Low,historical
2019-02-04 06:16:24,Harassment,Barangay 43,14.6068,120.968,Low,historical
2019-02-04 10:21:41,Vehicle Theft,Barangay 43,14.6068,120.968,High,historical
2019-02-04 11:12:23,Vandalism,Barangay 43,14.6068,120.968,Low,historical
2019-02-04 17:26:52,Assault,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-04 17:36:17,Breaking and Entering,Barangay 41,14.608,120.9695,Low,historical
2019-02-04 17:48:50,Vehicle Theft,Barangay 43,14.6068,120.968,Moderate,historical
2019-02-04 18:22:51,Fraud,Barangay 41,14.608,120.9695,Low,historical
2019-02-04 19:55:18,Vehicle Theft,Barangay 41,14.608,120.9695,Low,historical
